type,typeId,x,y,w,h,p0,p1,p2,p3,p4,p5,text,spriteId,rotation,flipX,flipY
breakableBlocks,5,250,1900,50,50,0,0,0,0,0,0,"",None,0,0,0
breakableBlocks,5,150,1900,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocks,33,200,1950,50,50,0,0,0,0,0,0,"",None,0,0,0
itemBlocks,9,750,1550,50,50,0,0,0,0,0,0,"",None,0,0,0
ojisanPunchAreas,48,740,1600,90,30,0,0,0,0,0,0,"",None,0,0,0
platforms,0,960,720,40,140,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,960,1000,40,140,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,960,1280,40,140,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,960,860,40,140,0,0,0,0,0,0,"",MetalFloor02,0,0,0
itemBlocks,9,460,800,40,40,0,0,0,0,0,0,"",None,0,0,0
platforms,0,440,920,100,40,0,0,0,0,0,0,"",PipeStraight,0,0,0
hazards,2,880,1100,80,40,0,0,0,0,0,0,"",Door,180,0,0
hazards,2,890,1340,90,50,0,0,0,0,0,0,"",Door,0,0,0
hazards,2,720,1340,90,50,0,0,0,0,0,0,"",Door,0,0,0
platforms,0,720,1280,80,20,0,0,0,0,0,0,"",MetalWall01,0,0,0
deathBlocks,43,1550,700,100,50,0,0,0,0,0,0,"",None,0,0,0
moveDownPlatforms,11,550,1250,100,50,0,0,0,0,0,0,"",PipeStraight,0,0,0
hazards,2,700,1120,100,40,0,0,0,0,0,0,"",Door,180,0,0
hazards,2,540,920,60,160,0,0,0,0,0,0,"",Door,0,0,0
hazards,2,440,1060,60,100,0,0,0,0,0,0,"",Vent,0,0,0
moveDownHazardsExtY,23,880,700,80,20,0,0,0,0,0,0,"",None,0,0,0
platforms,0,720,880,30,10,0,0,0,0,0,0,"",Ladder01,0,0,0
moveDownHazardsExtY,23,1520,1700,160,40,370,1000,450,0,0,0,"",Door,180,0,0
clearBlocks,33,1470,1910,60,60,0,0,0,0,0,0,"",None,0,0,0
fallingPlatforms,30,160,2100,120,200,0.5,400,1,0,0,0,"",MetalWall01,0,0,0
platforms,0,0,2100,160,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
deathBlocks,43,0,2300,620,200,0,0,0,0,0,0,"",None,0,0,0
platforms,0,1920,1640,240,80,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,1700,2100,300,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,2180,2100,120,180,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,2560,2100,320,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,2300,2100,320,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,2600,1640,320,60,0,0,0,0,0,0,"",MetalFloor01,0,0,0
moveHazardsExtY,22,2660,2300,320,40,500,100,-1,0,0,0,"",Door,0,0,0
moveHazardsExtY,22,2660,2340,340,40,500,50,-1,0,0,0,"",Door,0,0,0
clearBlocks,33,2380,1900,60,60,0,0,0,0,0,0,"",None,0,0,0
clearBlocks,33,2470,1720,60,60,0,0,0,0,0,0,"",None,0,0,0
fallingPlatforms,30,3320,2100,80,200,0,600,1,0,0,0,"",MetalWall01,0,0,0
platforms,0,3000,2100,320,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,3400,2100,450,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
deathBlocks,43,3210,2300,340,150,0,0,0,0,0,0,"",None,0,0,0
platforms,0,4440,2100,280,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
tempFloorSwitches,52,4600,1850,100,100,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,4800,2050,100,50,0,0,0,0,0,0,"",None,0,0,0
platforms,0,5050,1950,100,50,0,0,0,0,0,0,"",MetalWall01,0,0,0
tempFloors,51,5500,1900,100,50,0,0,0,0,0,0,"",None,0,0,0
platforms,0,5400,1750,50,50,0,0,0,0,0,0,"",MetalWall01,0,0,0
tempFloors,51,5250,2000,150,50,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,5200,1700,50,50,0,0,0,0,0,0,"",None,0,0,0
platforms,0,4980,1580,100,50,0,0,0,0,0,0,"",MetalWall01,0,0,0
tempFloors,51,5160,1440,680,40,4,0,0,0,0,0,"",None,0,0,0
deathBlocks,43,6160,2400,1360,80,0,0,0,0,0,0,"",None,0,0,0
tempFloorSwitches,52,6720,1680,80,80,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,7050,1700,160,40,0,0,0,0,0,0,"",None,0,0,0
platforms,0,5550,1800,100,50,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,7280,1600,240,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
tempFloorSwitches,52,7400,1700,50,50,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,7680,1840,100,50,0,0,0,0,0,0,"",None,0,0,0
deathBlocks,43,7520,2400,4000,160,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,8160,1680,80,40,2.7,0,0,0,0,0,"",None,0,0,0
tempFloors,51,8760,1680,80,40,5,0,0,0,0,0,"",None,0,0,0
tempFloorSwitches,52,8920,1920,40,40,0,0,0,0,0,0,"",None,0,0,0
platforms,0,9440,1600,320,800,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,9600,1520,320,880,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,9760,1440,320,880,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,9920,1360,320,880,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,10080,1280,320,880,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,10400,1280,720,1040,0,0,0,0,0,0,"",MetalFloor01,0,0,0
tempFloorSwitches,52,10720,960,80,80,0,0,0,0,0,0,"",None,0,0,0
tempFloors,51,10480,1120,160,80,0.5,0,0,0,0,0,"",None,0,0,0
tempFloors,51,10240,960,160,80,1,0,0,0,0,0,"",None,0,0,0
tempFloors,51,10000,800,160,80,1.8,0,0,0,0,0,"",None,0,0,0
tempFloors,51,9760,640,160,80,2.5,0,0,0,0,0,"",None,0,0,0
platforms,0,9550,500,100,50,0,0,0,0,0,0,"",None,0,0,0
decorArrows,53,11300,1250,150,150,0,0,0,0,0,0,"",Arrow,0,0,0
platforms,0,0,640,200,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,760,640,200,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
bottomBreakBlocks,4,200,640,160,80,0,0,0,0,0,0,"",None,0,0,0
bottomBreakBlocks,4,200,1360,160,80,0,0,0,0,0,0,"",None,0,0,0
bottomBreakBlocks,4,200,1440,160,80,0,0,0,0,0,0,"",None,0,0,0
platforms,0,1360,640,160,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1520,640,160,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1680,640,160,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1840,640,160,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,0,550,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,500,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,400,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,450,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,350,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,300,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,250,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,200,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,150,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,100,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,50,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,0,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,0,600,50,50,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,450,2100,460,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,280,2100,180,200,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,0,720,200,160,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,0,880,200,160,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,0,1040,200,160,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,0,1200,200,180,0,0,0,0,0,0,"",MetalFloor01,0,0,0
moveDownHazardsExtY,23,1920,1690,250,50,50,600,400,0,0,0,"",Door,180,0,0
hazards,2,2600,1680,320,40,0,0,0,0,0,0,"",Vent,180,0,0
moveHazardsExtY,22,2600,1680,110,20,80,400,-1,0,0,0,"",Door,180,0,0
decorSprites,54,360,1920,270,180,0,0,0,0,0,0,"",MetalWall02,0,0,0
decorSprites,54,1670,470,270,180,0,0,0,0,0,0,"",MetalWall02,0,0,0
platforms,0,960,640,40,80,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,560,640,200,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,360,640,200,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1200,650,50,110,0,0,0,0,0,0,"",MetalFloor02,180,0,0
platforms,0,1250,640,110,80,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1970,710,70,700,0,0,0,0,0,0,"",MetalFloor02,180,0,0
springs,45,2000,2100,180,200,0,-1800,0,0,0,0,"",MetalWall01,0,0,0
cursorPlatforms,15,6860,1780,140,40,200,300,0,0,0,0,"",CursorPlatform,0,0,0
cursorPlatforms,15,8280,1520,80,40,200,300,0,0,0,0,"",CursorPlatform,0,0,0
platforms,0,6200,2000,250,350,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,6450,2000,250,350,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,6600,2000,250,350,0,0,0,0,0,0,"",MetalWall01,0,0,0
elevators,6,200,1640,160,40,200,1000,0,0,0,0,"",None,0,0,0
cursorPlatforms,15,700,1900,120,40,200,300,0,0,0,0,"",CursorPlatform,0,0,0
cursorPlatforms,15,740,520,120,40,200,300,0,0,0,0,"",CursorPlatform,0,0,0
moveUpPlatforms,12,8720,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,8080,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,7440,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,6800,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,6160,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,5520,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,4880,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
moveUpPlatforms,12,4240,400,640,80,0,0,0,0,0,0,"",Dassh,180,0,0
platforms,0,7880,1680,80,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
clearBlocks,33,80,120,50,50,0,0,0,0,0,0,"",None,0,0,0
platforms,0,1400,500,100,50,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,850,980,100,30,0,0,0,0,0,0,"",MetalWall01,0,0,0
decorSprites,54,1040,240,120,120,0,0,0,0,0,0,"",Arrow,270,0,0
platforms,0,2000,740,70,700,0,0,0,0,0,0,"",MetalFloor02,180,0,0
platforms,0,2000,740,70,700,0,0,0,0,0,0,"",MetalFloor02,180,0,0
decorSprites,54,1850,240,340,190,0,1,0,0,0,0,"",Drum_1,0,0,0
platforms,0,1680,500,240,20,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1960,410,70,230,0,0,0,0,0,0,"",MetalFloor02,180,0,0
decorSprites,54,10920,960,190,150,0,0,0,0,0,0,"",NextStage_fake,0,0,0
commentBlocks,41,3300,2150,100,50,3,0,0,0,0,0,"ホールインワン",None,0,0,0
batteryHumans,14,1970,310,60,60,-4000,-400,2.5,0,0,0,"",None,0,0,0
platforms,0,1850,400,300,10,0,0,0,0,0,0,"",None,0,0,0
platforms,0,1960,0,60,200,0,0,0,0,0,0,"",MetalFloor02,180,0,0
decorSprites,54,1960,190,60,70,0,1,0,0,0,0,"",MetalFloor02,180,0,0
commentBlocks,41,1970,300,60,70,3,0,0,0,0,0,"発射準備中",None,0,0,0
moveHazardX,24,-120,200,120,120,170,500,0,1,60,30,"",enemy_auto,0,0,0
platforms,0,240,0,280,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,520,0,280,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,800,0,280,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1080,0,280,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1360,0,280,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1640,0,320,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
bottomBreakBlocks,4,40,0,200,40,0,0,0,0,0,0,"",None,0,0,0
moveHazardX,24,1050,2050,150,50,1500,1100,3,-1,24,40,"",Door,0,0,0
moveHazardX,24,920,720,30,150,150,900,0,1,120,120,"",Nedle3,0,0,0
touchBreakBlocks,3,700,1100,100,20,0,0,0,0,0,0,"",Buttom_break,0,0,0
platforms,0,9380,1640,60,540,0,0,0,0,0,0,"",MetalFloor01,0,0,0
platforms,0,3980,1920,100,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
moveDownHazardsExtY,23,3800,-850,810,650,2100,2000,2100,0,0,0,"",Ojisan_kick,0,0,0
clearBlocksX,34,2900,2000,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,1950,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,1900,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,1850,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,1800,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,2050,50,50,0,0,0,0,0,0,"",None,0,0,0
clearBlocksX,34,2900,1750,50,50,0,0,0,0,0,0,"",None,0,0,0
decorSprites,54,710,-400,200,150,0,0,0,0,0,0,"",NextStage_2,0,0,0
exitDoors,37,700,-260,210,260,0,0,0,0,0,0,"",Exitdoor_2,0,0,0
warpHoles,49,10910,1090,200,200,1750,-50,0,0,0,0,"",Exitdoor2_fake,0,0,0
platforms,0,2000,0,400,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,3000,0,80,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1080,-680,680,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1760,-680,680,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,1960,-680,680,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
platforms,0,2560,-680,80,680,0,0,0,0,0,0,"",MetalFloor02,0,0,0
platforms,0,2400,0,240,40,0,0,0,0,0,0,"",MetalWall01,0,0,0
decorSprites,54,40,-640,550,630,0,0,0,0,0,0,"",Ojisan_real2,0,0,0
decorSprites,54,1510,-640,590,640,0,0,0,0,0,0,"",Ojisan_real3,0,0,0
decorSprites,54,1400,-650,200,300,0,0,0,0,0,0,"",Ojisan_waruguti1,0,0,0
decorSprites,54,2100,-400,150,250,0,0,0,0,0,0,"",Ojisan_waruguti2,0,0,0
commentBlocks,41,1100,-250,150,250,3,0,0,0,0,0,"しっかりNEXTじゃな     あっちは",None,0,0,0
moveHazardX,24,2650,-250,200,250,300,30,1,-1,100,100,"",enemy_auto,0,0,0
moveHazardX,24,2800,-500,100,250,350,30,1.2,-1,250,400,"",Ojisan_waruguti3,0,0,0
respawn,39,900,1850,60,60,0,0,0,0,0,0,"",None,0,0,0
clearBlocks,33,1760,1900,60,60,0,0,0,0,0,0,"",None,0,0,0
[ENEMIES]
enemyTypeId,posX,posY,p0,p1,p2,p3,p4,p5
3,600,760,120,150,0,0,0,0
